id,distance,correct,persistent_prediction,persistent_correct,reset_prediction,reset_correct,plain_prediction,plain_correct
315,4,KAPPA 5093,KAPPA 5093,1,KAPPA 5093,1,KAPPA 5093,1
316,4,NOVA 7563,FALCON 5240,0,FALCON 5240,0,FALCON 5240,0
317,4,TANGO 2506,TANGO 2506,1,TANGO 2506,1,TANGO 2506,1
318,4,DELTA 1483,LUNAR 7990,0,LUNAR 7990,0,LUNAR 7990,0
319,4,TANGO 1567,FALCON 5026,0,FALCON 5026,0,NEBULA 5835,0
320,4,EMBER 7275,EMBER 7275,1,EMBER 7275,1,EMBER 7275,1
321,4,DELTA 9921,FALCON 9231,0,FALCON 9231,0,FALCON 9231,0
322,4,SIGMA 4588,RAVEN 5602,0,RAVEN 5602,0,RAVEN 5602,0
323,4,NOVA 4951,EMBER 9743,0,EMBER 9743,0,EMBER 9743,0
324,4,NOVA 6210,FALCON 1462,0,ATLAS 6761,0,ATLAS 6761,0
325,4,DELTA 9882,EMBER 3876,0,EMBER 3876,0,EMBER 3876,0
326,4,RAVEN 9625,RAVEN 9625,1,RAVEN 9625,1,RAVEN 9625,1
327,4,RAVEN 3420,FALCON 3320,0,FALCON 3320,0,FALCON 3320,0
328,4,FALCON 2655,FALCON 2655,1,FALCON 2655,1,FALCON 2655,1
329,4,TANGO 6846,LUNAR 6026,0,LUNAR 6026,0,LUNAR 6026,0
330,4,ATLAS 7415,FALCON 1530,0,FALCON 1530,0,FALCON 1530,0
331,4,SIGMA 2274,NEBULA 2453,0,NEBULA 2453,0,NEBULA 2453,0
332,4,EMBER 4435,EMBER 4435,1,EMBER 4435,1,EMBER 4435,1
333,4,ATLAS 7875,ATLAS 7875,1,ATLAS 7875,1,ATLAS 7875,1
334,4,FALCON 4695,FALCON 4695,1,FALCON 4695,1,FALCON 4695,1
335,4,ORION 6600,KAPPA 2525,0,KAPPA 2525,0,TANGO 2228,0
336,4,ATLAS 1507,ATLAS 1507,1,ATLAS 1507,1,ATLAS 1507,1
337,4,NOVA 7705,EMBER 4891,0,EMBER 4891,0,EMBER 4891,0
338,4,FALCON 9043,FALCON 9043,1,FALCON 9043,1,FALCON 9043,1
339,4,NOVA 2589,RAVEN 4390,0,RAVEN 4390,0,RAVEN 4390,0
340,4,DELTA 9013,NEBULA 5341,0,NEBULA 5341,0,NEBULA 5341,0
341,4,TANGO 8303,RAVEN 5313,0,RAVEN 5313,0,RAVEN 5313,0
342,4,TANGO 2584,FALCON 4727,0,FALCON 4727,0,FALCON 4727,0
343,4,KAPPA 8779,FALCON 4860,0,FALCON 4860,0,FALCON 4860,0
344,4,ORION 8357,TANGO 1699,0,TANGO 1699,0,TANGO 1699,0
345,4,NOVA 3422,FALCON 5225,0,FALCON 5225,0,FALCON 5225,0
346,4,EMBER 9514,LUNAR 2843,0,LUNAR 2843,0,LUNAR 2843,0
347,4,FALCON 2641,FALCON 2641,1,FALCON 2641,1,FALCON 2641,1
348,4,FALCON 8750,FALCON 8750,1,FALCON 8750,1,FALCON 8750,1
349,4,ATLAS 4892,ATLAS 4892,1,ATLAS 4892,1,ATLAS 4892,1
350,4,DELTA 2609,NOVA 3201,0,NOVA 3201,0,NOVA 3201,0
351,4,NOVA 8237,ATLAS 8937,0,ATLAS 8937,0,ATLAS 8937,0
352,4,ORION 6097,ATLAS 9303,0,LUNAR 3222,0,LUNAR 3222,0
353,4,RAVEN 5087,ATLAS 4262,0,ATLAS 4262,0,ATLAS 4262,0
354,4,KAPPA 7503,NEBULA 3029,0,NEBULA 3029,0,NEBULA 3029,0
355,4,TANGO 8775,FALCON 6730,0,FALCON 6730,0,FALCON 6730,0
356,4,RAVEN 3669,FALCON 4511,0,FALCON 4511,0,FALCON 4511,0
357,4,KAPPA 1328,NEBULA 1145,0,NEBULA 1145,0,NEBULA 1145,0
358,4,FALCON 6004,FALCON 6004,1,FALCON 6004,1,FALCON 6004,1
359,4,EMBER 9530,FALCON 2676,0,FALCON 2676,0,FALCON 7506,0
360,4,EMBER 2771,NEBULA 6327,0,NEBULA 6327,0,NEBULA 6327,0
361,4,NOVA 3456,NEBULA 6236,0,NEBULA 6236,0,NEBULA 6236,0
362,4,NEBULA 9148,LUNAR 1578,0,LUNAR 1578,0,NEBULA 9148,1
363,4,NEBULA 9759,NEBULA 6873,0,NEBULA 6873,0,NEBULA 6873,0
364,4,EMBER 2599,EMBER 2599,1,EMBER 2599,1,EMBER 2599,1
365,4,NOVA 6820,LUNAR 6428,0,LUNAR 6428,0,LUNAR 6428,0
366,4,DELTA 1879,NEBULA 2166,0,NEBULA 2166,0,NEBULA 2166,0
367,4,LUNAR 1885,LUNAR 1885,1,LUNAR 1885,1,LUNAR 1885,1
368,4,ORION 8988,RAVEN 8406,0,RAVEN 8406,0,RAVEN 8406,0
369,4,FALCON 3595,NEBULA 8035,0,NEBULA 8035,0,NEBULA 8035,0
370,4,LUNAR 1076,LUNAR 1076,1,LUNAR 1076,1,LUNAR 1076,1
371,4,NEBULA 5076,NEBULA 5076,1,NEBULA 5076,1,NEBULA 5076,1
372,4,RAVEN 5885,FALCON 9587,0,FALCON 9587,0,FALCON 9587,0
373,4,SIGMA 9031,RAVEN 4742,0,RAVEN 4742,0,RAVEN 4742,0
374,4,NOVA 1359,FALCON 9267,0,FALCON 9267,0,FALCON 9267,0
375,4,KAPPA 1796,FALCON 1785,0,NEBULA 1323,0,NEBULA 1323,0
376,4,LUNAR 8279,LUNAR 3024,0,LUNAR 3024,0,LUNAR 3024,0
377,4,EMBER 7895,NEBULA 9524,0,NEBULA 9524,0,NEBULA 9524,0
378,4,EMBER 2867,EMBER 2867,1,EMBER 2867,1,EMBER 2867,1
379,4,EMBER 3627,ATLAS 8875,0,ATLAS 8875,0,ATLAS 8875,0
380,4,RAVEN 2458,ORION 9095,0,ORION 9095,0,RAVEN 2458,1
381,4,DELTA 5850,RAVEN 2635,0,RAVEN 2635,0,RAVEN 2635,0
382,4,LUNAR 2898,NEBULA 3793,0,NEBULA 3793,0,NEBULA 3793,0
383,4,FALCON 5395,FALCON 5395,1,FALCON 5395,1,FALCON 5395,1
384,4,EMBER 7319,ATLAS 8835,0,ATLAS 8835,0,ATLAS 8835,0
385,4,LUNAR 8908,LUNAR 8908,1,LUNAR 8908,1,LUNAR 8908,1
386,4,ORION 7738,NEBULA 6148,0,NEBULA 6148,0,NEBULA 6148,0
387,4,NEBULA 6542,NEBULA 6542,1,NEBULA 6542,1,NEBULA 6542,1
388,4,TANGO 1894,TANGO 1894,1,RAVEN 3571,0,TANGO 1894,1
389,4,NOVA 6421,EMBER 1824,0,EMBER 1824,0,EMBER 1824,0
390,4,DELTA 8277,FALCON 8341,0,FALCON 8341,0,FALCON 8341,0
391,4,ORION 7609,LUNAR 1587,0,LUNAR 1587,0,RAVEN 2489,0
392,4,NEBULA 8474,NEBULA 8474,1,NEBULA 8474,1,NEBULA 8474,1
393,4,ATLAS 8414,NEBULA 4633,0,NEBULA 4633,0,NEBULA 4633,0
394,4,KAPPA 9552,KAPPA 9552,1,RAVEN 3689,0,RAVEN 3689,0
395,4,FALCON 4209,FALCON 4209,1,FALCON 4209,1,FALCON 4209,1
396,4,RAVEN 3018,NEBULA 9260,0,NEBULA 9260,0,NEBULA 9260,0
397,4,KAPPA 8091,KAPPA 8091,1,KAPPA 8091,1,KAPPA 8091,1
398,4,NEBULA 6273,NEBULA 6273,1,NEBULA 6273,1,NEBULA 6273,1
399,4,TANGO 3263,LUNAR 9393,0,LUNAR 9393,0,TANGO 3263,1
400,4,NEBULA 6657,NEBULA 3173,0,NEBULA 3173,0,NEBULA 3173,0
401,8,SIGMA 8870,FALCON 7839,0,FALCON 7839,0,FALCON 7839,0
402,8,RAVEN 7240,RAVEN 7240,1,RAVEN 7240,1,RAVEN 7240,1
403,8,TANGO 2016,RAVEN 6876,0,RAVEN 6876,0,RAVEN 6876,0
404,8,ATLAS 7371,ATLAS 1769,0,ATLAS 1769,0,ATLAS 1769,0
405,8,NEBULA 6122,NEBULA 6122,1,NEBULA 6122,1,NEBULA 6122,1
406,8,FALCON 9955,FALCON 9955,1,FALCON 9955,1,FALCON 9955,1
407,8,TANGO 3847,ATLAS 9418,0,ATLAS 9418,0,RAVEN 8020,0
408,8,TANGO 3636,FALCON 5178,0,FALCON 5178,0,FALCON 5178,0
409,8,FALCON 1833,FALCON 1833,1,FALCON 1833,1,FALCON 1833,1
410,8,KAPPA 3611,LUNAR 9897,0,LUNAR 9897,0,LUNAR 9897,0
411,8,SIGMA 6911,FALCON 9691,0,FALCON 9691,0,FALCON 9691,0
412,8,DELTA 4937,NEBULA 4994,0,NEBULA 4994,0,NEBULA 4994,0
413,8,RAVEN 9468,RAVEN 9468,1,RAVEN 9468,1,RAVEN 9468,1
414,8,SIGMA 9419,TANGO 9814,0,TANGO 9814,0,KAPPA 1120,0
415,8,NEBULA 7950,NEBULA 2181,0,NEBULA 2181,0,NEBULA 2181,0
416,8,ATLAS 6434,RAVEN 2433,0,RAVEN 2433,0,RAVEN 2433,0
417,8,EMBER 7678,NEBULA 7626,0,NEBULA 7626,0,NEBULA 7626,0
418,8,KAPPA 1096,NEBULA 2036,0,NEBULA 2036,0,NEBULA 2036,0
419,8,EMBER 5937,FALCON 2417,0,FALCON 2417,0,FALCON 2417,0
420,8,KAPPA 4602,NEBULA 3360,0,NEBULA 3360,0,NEBULA 3360,0
421,8,RAVEN 3316,RAVEN 3316,1,RAVEN 3316,1,RAVEN 7456,0
422,8,ATLAS 6633,NEBULA 9397,0,NEBULA 9397,0,NEBULA 9397,0
423,8,NOVA 2877,NEBULA 2198,0,NEBULA 2198,0,NEBULA 2198,0
424,8,EMBER 2608,NOVA 8982,0,NOVA 8982,0,NOVA 8982,0
425,8,NOVA 6206,ATLAS 3496,0,ATLAS 3496,0,ATLAS 3496,0
426,8,TANGO 1079,TANGO 1079,1,TANGO 1079,1,TANGO 1079,1
427,8,DELTA 8583,EMBER 8978,0,EMBER 8978,0,KAPPA 2783,0
428,8,EMBER 3293,EMBER 2252,0,EMBER 2252,0,EMBER 2252,0
429,8,FALCON 7637,FALCON 7637,1,FALCON 7637,1,FALCON 4485,0
430,8,SIGMA 7430,KAPPA 9362,0,KAPPA 9362,0,KAPPA 9362,0
431,8,KAPPA 1173,FALCON 3717,0,FALCON 3717,0,FALCON 3717,0
432,8,FALCON 3395,FALCON 3395,1,FALCON 3395,1,FALCON 3395,1
433,8,SIGMA 4834,RAVEN 4387,0,RAVEN 4387,0,RAVEN 4387,0
434,8,NEBULA 6309,NEBULA 5480,0,NEBULA 5480,0,NEBULA 5480,0
435,8,SIGMA 2275,LUNAR 4651,0,LUNAR 4651,0,LUNAR 4651,0
436,8,DELTA 1108,KAPPA 3276,0,KAPPA 3276,0,KAPPA 3276,0
437,8,TANGO 3578,NEBULA 4773,0,NEBULA 4773,0,NEBULA 4773,0
438,8,DELTA 4452,NEBULA 7732,0,NEBULA 7732,0,NEBULA 7732,0
439,8,TANGO 9399,EMBER 3949,0,EMBER 3949,0,EMBER 3949,0
440,8,ATLAS 5644,ATLAS 5644,1,ATLAS 5644,1,ATLAS 5644,1
441,8,FALCON 3979,FALCON 3979,1,FALCON 3979,1,FALCON 3979,1
442,8,NOVA 7196,LUNAR 3166,0,LUNAR 3166,0,LUNAR 3166,0
443,8,TANGO 8796,FALCON 1639,0,FALCON 1639,0,FALCON 1639,0
444,8,FALCON 9835,RAVEN 8069,0,RAVEN 8069,0,RAVEN 8069,0
445,8,LUNAR 6742,EMBER 8817,0,EMBER 8817,0,EMBER 8817,0
446,8,FALCON 9908,FALCON 9908,1,FALCON 9908,1,ATLAS 1116,0
447,8,LUNAR 4365,LUNAR 6935,0,LUNAR 6935,0,LUNAR 6935,0
448,8,EMBER 9783,FALCON 5514,0,FALCON 5514,0,NEBULA 7511,0
449,8,TANGO 7065,FALCON 6641,0,FALCON 6641,0,FALCON 6641,0
450,8,NEBULA 2951,NEBULA 2951,1,NEBULA 2951,1,NEBULA 2951,1
451,8,TANGO 7375,NEBULA 1086,0,NEBULA 1086,0,NEBULA 1086,0
452,8,NOVA 7075,LUNAR 9536,0,LUNAR 9536,0,LUNAR 9536,0
453,8,TANGO 9099,TANGO 9099,1,TANGO 9099,1,TANGO 9099,1
454,8,FALCON 3776,NEBULA 1004,0,NEBULA 1004,0,NEBULA 1004,0
455,8,LUNAR 6785,NEBULA 7474,0,NEBULA 7474,0,NEBULA 7474,0
456,8,ATLAS 6703,ATLAS 6703,1,ATLAS 6703,1,ATLAS 6703,1
457,8,LUNAR 9294,LUNAR 9294,1,LUNAR 9294,1,LUNAR 9294,1
458,8,ATLAS 8254,LUNAR 8923,0,LUNAR 8923,0,LUNAR 8923,0
459,8,EMBER 2106,NEBULA 4767,0,NEBULA 4767,0,NEBULA 4767,0
460,8,ATLAS 5314,NEBULA 6603,0,NEBULA 6603,0,NEBULA 6603,0
461,8,DELTA 6142,FALCON 5408,0,FALCON 5408,0,FALCON 5408,0
462,8,NOVA 4965,EMBER 4387,0,EMBER 4387,0,EMBER 4387,0
463,8,ORION 9071,FALCON 1108,0,FALCON 1108,0,FALCON 1108,0
464,8,DELTA 3996,FALCON 3101,0,FALCON 3101,0,FALCON 3101,0
465,8,DELTA 9859,NEBULA 3863,0,NEBULA 3863,0,NEBULA 3863,0
466,8,SIGMA 1137,LUNAR 2650,0,LUNAR 2650,0,LUNAR 2650,0
467,8,NOVA 5413,NOVA 5413,1,NOVA 5413,1,NOVA 5413,1
468,8,SIGMA 7563,FALCON 4744,0,FALCON 4744,0,FALCON 4744,0
469,8,NOVA 8081,LUNAR 4212,0,LUNAR 4212,0,LUNAR 4212,0
470,8,TANGO 9470,EMBER 1781,0,EMBER 1781,0,EMBER 1781,0
471,8,RAVEN 4530,NEBULA 2577,0,NEBULA 2577,0,NEBULA 2577,0
472,8,KAPPA 5222,LUNAR 2986,0,LUNAR 2986,0,LUNAR 2986,0
473,8,SIGMA 9363,FALCON 5694,0,FALCON 5694,0,FALCON 5694,0
474,8,TANGO 6527,LUNAR 7631,0,LUNAR 7631,0,LUNAR 7631,0
475,8,NEBULA 5773,NEBULA 5773,1,NEBULA 5773,1,NEBULA 5773,1
476,8,LUNAR 3741,NEBULA 5122,0,NEBULA 5122,0,NEBULA 5122,0
477,8,LUNAR 2687,RAVEN 1431,0,RAVEN 1431,0,RAVEN 1431,0
478,8,ORION 5300,FALCON 3544,0,FALCON 3544,0,FALCON 3544,0
479,8,DELTA 3071,TANGO 1468,0,TANGO 1468,0,TANGO 1468,0
480,8,KAPPA 5463,TANGO 9835,0,TANGO 9835,0,KAPPA 8288,0
481,8,SIGMA 8891,KAPPA 4721,0,KAPPA 4721,0,KAPPA 4721,0
482,8,EMBER 1172,EMBER 1172,1,EMBER 1172,1,EMBER 1172,1
483,8,DELTA 5908,RAVEN 9981,0,RAVEN 9981,0,RAVEN 9981,0
484,8,KAPPA 8161,LUNAR 5094,0,LUNAR 5094,0,LUNAR 5094,0
485,8,NEBULA 4924,NEBULA 4924,1,NEBULA 4924,1,NEBULA 4924,1
486,8,TANGO 5744,FALCON 8418,0,FALCON 8418,0,FALCON 8418,0
487,8,TANGO 1813,EMBER 5410,0,EMBER 5410,0,EMBER 5410,0
488,8,ATLAS 1134,ATLAS 1134,1,ATLAS 1134,1,ATLAS 1134,1
489,8,DELTA 7084,DELTA 7084,1,DELTA 7084,1,DELTA 7084,1
490,8,KAPPA 8702,TANGO 4148,0,TANGO 4148,0,TANGO 4148,0
491,8,NOVA 1549,ATLAS 2539,0,ATLAS 2539,0,ATLAS 2539,0
492,8,SIGMA 3598,NEBULA 1691,0,NEBULA 1691,0,NEBULA 1691,0
493,8,NOVA 6905,NEBULA 8113,0,NEBULA 8113,0,NEBULA 8113,0
494,8,EMBER 2960,LUNAR 4982,0,LUNAR 4982,0,LUNAR 4982,0
495,8,NOVA 3583,NEBULA 6544,0,NEBULA 6544,0,NEBULA 6544,0
496,8,ATLAS 9787,ATLAS 9787,1,ATLAS 9787,1,ATLAS 9787,1
497,8,RAVEN 7189,EMBER 1646,0,EMBER 1646,0,EMBER 1646,0
498,8,NOVA 4057,EMBER 3627,0,EMBER 3627,0,EMBER 3627,0
499,8,DELTA 5844,EMBER 9873,0,EMBER 9873,0,EMBER 9873,0
500,8,RAVEN 6965,NEBULA 9830,0,NEBULA 9830,0,NEBULA 9830,0
