id,distance,correct,persistent_prediction,persistent_correct,reset_prediction,reset_correct,plain_prediction,plain_correct
315,4,RAVEN 7090,FALCON 8516,0,FALCON 8516,0,RAVEN 7090,1
316,4,NOVA 9177,LUNAR 9061,0,LUNAR 9061,0,LUNAR 9061,0
317,4,ATLAS 8594,ATLAS 8594,1,ATLAS 8594,1,KAPPA 6213,0
318,4,ORION 9583,ATLAS 6239,0,ATLAS 6239,0,EMBER 6811,0
319,4,DELTA 9970,SIGMA 1373,0,SIGMA 1373,0,EMBER 8190,0
320,4,ORION 6829,NEBULA 1720,0,NEBULA 1720,0,NEBULA 1720,0
321,4,ORION 3344,DELTA 9053,0,DELTA 9053,0,DELTA 9053,0
322,4,RAVEN 5822,RAVEN 5822,1,RAVEN 5822,1,RAVEN 5822,1
323,4,EMBER 9845,NEBULA 8318,0,NEBULA 8318,0,NEBULA 8318,0
324,4,LUNAR 9319,NEBULA 7201,0,NEBULA 7201,0,NEBULA 7201,0
325,4,KAPPA 7818,FALCON 5234,0,FALCON 5234,0,FALCON 5234,0
326,4,ORION 4258,FALCON 3051,0,FALCON 3051,0,FALCON 3051,0
327,4,TANGO 7289,EMBER 9519,0,EMBER 9519,0,LUNAR 5053,0
328,4,ATLAS 1145,ATLAS 1145,1,ATLAS 1145,1,ATLAS 1145,1
329,4,ORION 4937,FALCON 5046,0,FALCON 5046,0,NEBULA 9035,0
330,4,TANGO 3890,ATLAS 1582,0,ATLAS 1582,0,ATLAS 1582,0
331,4,ATLAS 7137,NEBULA 3694,0,NEBULA 3694,0,NEBULA 3694,0
332,4,FALCON 7778,FALCON 7778,1,FALCON 7778,1,FALCON 7778,1
333,4,DELTA 8649,NOVA 3395,0,NOVA 3395,0,RAVEN 7278,0
334,4,LUNAR 4986,ATLAS 5067,0,ATLAS 5067,0,LUNAR 7949,0
335,4,SIGMA 1171,LUNAR 6922,0,LUNAR 6922,0,LUNAR 6922,0
336,4,ATLAS 7900,ATLAS 7900,1,ATLAS 7900,1,ATLAS 7900,1
337,4,EMBER 2569,FALCON 4687,0,FALCON 4687,0,FALCON 4687,0
338,4,EMBER 7135,KAPPA 1443,0,KAPPA 1443,0,KAPPA 1443,0
339,4,SIGMA 2304,KAPPA 1539,0,KAPPA 1539,0,KAPPA 1539,0
340,4,TANGO 2958,FALCON 7999,0,FALCON 7999,0,FALCON 7999,0
341,4,SIGMA 2787,NOVA 4034,0,NOVA 7450,0,NOVA 4034,0
342,4,KAPPA 8721,ATLAS 7920,0,ATLAS 7920,0,LUNAR 8412,0
343,4,SIGMA 5733,RAVEN 3303,0,RAVEN 3303,0,RAVEN 3303,0
344,4,KAPPA 7077,KAPPA 7077,1,KAPPA 7077,1,KAPPA 7077,1
345,4,NEBULA 5654,EMBER 9098,0,EMBER 9098,0,EMBER 9098,0
346,4,ATLAS 4194,ATLAS 4194,1,ATLAS 4194,1,NEBULA 6558,0
347,4,ORION 4486,NEBULA 2719,0,NEBULA 2719,0,NEBULA 2719,0
348,4,ORION 1238,NEBULA 3049,0,NEBULA 3049,0,NEBULA 3049,0
349,4,RAVEN 2188,RAVEN 2188,1,RAVEN 2188,1,RAVEN 2188,1
350,4,SIGMA 9165,ATLAS 3780,0,ATLAS 3780,0,ATLAS 2482,0
351,4,KAPPA 6087,TANGO 1091,0,EMBER 2621,0,EMBER 2621,0
352,4,NOVA 9945,FALCON 9608,0,FALCON 9608,0,FALCON 9608,0
353,4,FALCON 8117,FALCON 8117,1,FALCON 8117,1,FALCON 8117,1
354,4,FALCON 1254,FALCON 1254,1,FALCON 1254,1,FALCON 1254,1
355,4,NOVA 5109,LUNAR 4791,0,LUNAR 4791,0,LUNAR 4791,0
356,4,EMBER 8592,LUNAR 1678,0,LUNAR 1678,0,LUNAR 1678,0
357,4,ATLAS 5753,ATLAS 5753,1,ATLAS 5753,1,NOVA 2136,0
358,4,RAVEN 3048,NOVA 9709,0,NOVA 9709,0,RAVEN 3048,1
359,4,ATLAS 6302,ATLAS 6302,1,ATLAS 6302,1,ATLAS 6302,1
360,4,SIGMA 5775,TANGO 1158,0,TANGO 1158,0,TANGO 1158,0
361,4,KAPPA 8514,ORION 8058,0,ORION 8058,0,ORION 8058,0
362,4,RAVEN 7270,RAVEN 7270,1,RAVEN 7270,1,RAVEN 7270,1
363,4,ATLAS 4382,FALCON 6210,0,FALCON 6210,0,FALCON 6210,0
364,4,EMBER 4860,FALCON 5944,0,FALCON 5944,0,FALCON 5944,0
365,4,ATLAS 5425,ATLAS 5425,1,ATLAS 5425,1,ATLAS 5425,1
366,4,TANGO 4848,EMBER 2278,0,EMBER 2278,0,EMBER 2278,0
367,4,ORION 7162,NEBULA 6169,0,NEBULA 6169,0,NEBULA 6169,0
368,4,DELTA 9402,DELTA 4343,0,DELTA 4343,0,DELTA 4343,0
369,4,ATLAS 3810,ATLAS 3810,1,ATLAS 3810,1,ATLAS 3810,1
370,4,NOVA 5249,NOVA 1057,0,NOVA 1057,0,EMBER 4566,0
371,4,TANGO 1370,FALCON 4542,0,FALCON 4542,0,FALCON 4542,0
372,4,RAVEN 7593,RAVEN 6693,0,RAVEN 6693,0,RAVEN 6693,0
373,4,NEBULA 6760,NEBULA 4865,0,NEBULA 4865,0,NEBULA 6760,1
374,4,KAPPA 9021,NOVA 2246,0,NOVA 2246,0,LUNAR 4657,0
375,4,ORION 5410,EMBER 1617,0,EMBER 1617,0,EMBER 1617,0
376,4,RAVEN 6586,ATLAS 6160,0,ATLAS 6160,0,ATLAS 6160,0
377,4,TANGO 1097,NEBULA 4554,0,NEBULA 4554,0,NEBULA 4554,0
378,4,LUNAR 2242,ATLAS 1396,0,ATLAS 1396,0,RAVEN 6891,0
379,4,SIGMA 3560,ATLAS 2762,0,ATLAS 2762,0,KAPPA 1246,0
380,4,RAVEN 7532,NOVA 7533,0,NOVA 7533,0,RAVEN 7532,1
381,4,ORION 9178,RAVEN 2145,0,RAVEN 2145,0,RAVEN 2145,0
382,4,EMBER 5628,FALCON 6608,0,FALCON 6608,0,FALCON 6608,0
383,4,KAPPA 4952,NOVA 3069,0,NOVA 3069,0,NOVA 3069,0
384,4,NEBULA 9056,NEBULA 9056,1,NEBULA 9056,1,NEBULA 9056,1
385,4,FALCON 7017,FALCON 7097,0,FALCON 7097,0,FALCON 7097,0
386,4,KAPPA 4987,EMBER 3357,0,EMBER 3357,0,EMBER 7550,0
387,4,TANGO 1518,KAPPA 5458,0,KAPPA 5458,0,EMBER 3883,0
388,4,NOVA 8730,NEBULA 6155,0,NEBULA 6155,0,NEBULA 6155,0
389,4,ATLAS 4073,NEBULA 3498,0,NEBULA 3498,0,NEBULA 3498,0
390,4,KAPPA 1885,DELTA 5693,0,EMBER 6875,0,EMBER 6875,0
391,4,DELTA 3405,NEBULA 9043,0,NEBULA 9043,0,NEBULA 9043,0
392,4,FALCON 2938,FALCON 2938,1,FALCON 2938,1,FALCON 2938,1
393,4,FALCON 8820,FALCON 8820,1,FALCON 8820,1,NEBULA 9050,0
394,4,TANGO 6786,EMBER 4166,0,EMBER 4166,0,EMBER 4166,0
395,4,LUNAR 3408,EMBER 4722,0,EMBER 4722,0,EMBER 4722,0
396,4,SIGMA 9596,KAPPA 5267,0,KAPPA 5267,0,KAPPA 5267,0
397,4,NOVA 4744,NEBULA 9794,0,NEBULA 9794,0,NEBULA 9794,0
398,4,KAPPA 1617,NEBULA 3871,0,NEBULA 3871,0,NEBULA 3871,0
399,4,LUNAR 8761,FALCON 8100,0,FALCON 8100,0,FALCON 8100,0
400,4,DELTA 7999,FALCON 9497,0,FALCON 9497,0,FALCON 9497,0
401,8,SIGMA 1684,DELTA 9983,0,DELTA 9983,0,DELTA 9983,0
402,8,TANGO 2631,FALCON 6138,0,FALCON 6138,0,FALCON 6138,0
403,8,ORION 1544,TANGO 3401,0,TANGO 3401,0,TANGO 3401,0
404,8,DELTA 8947,DELTA 8947,1,DELTA 8947,1,DELTA 8947,1
405,8,TANGO 2902,NEBULA 7752,0,NEBULA 7752,0,NEBULA 7752,0
406,8,SIGMA 5597,NEBULA 5234,0,NEBULA 5234,0,NEBULA 5234,0
407,8,TANGO 8566,FALCON 5453,0,FALCON 5453,0,FALCON 5453,0
408,8,KAPPA 6337,FALCON 6744,0,FALCON 6744,0,NEBULA 6944,0
409,8,EMBER 3259,FALCON 9388,0,FALCON 9388,0,FALCON 9388,0
410,8,LUNAR 6397,DELTA 7073,0,DELTA 7073,0,DELTA 7073,0
411,8,FALCON 5603,ATLAS 3101,0,ATLAS 3101,0,ATLAS 3101,0
412,8,KAPPA 2083,KAPPA 2083,1,KAPPA 2083,1,KAPPA 2083,1
413,8,TANGO 5830,NEBULA 2929,0,NEBULA 2929,0,NEBULA 2929,0
414,8,ATLAS 8787,ATLAS 8088,0,ATLAS 8088,0,ATLAS 8088,0
415,8,NOVA 9954,EMBER 4504,0,EMBER 4504,0,EMBER 4504,0
416,8,SIGMA 2447,KAPPA 6612,0,KAPPA 6612,0,KAPPA 6612,0
417,8,TANGO 8739,NEBULA 9151,0,NEBULA 9151,0,NEBULA 9151,0
418,8,NEBULA 3305,NEBULA 3305,1,NEBULA 3305,1,NEBULA 3305,1
419,8,RAVEN 5889,KAPPA 2768,0,KAPPA 2768,0,KAPPA 2768,0
420,8,EMBER 5575,FALCON 2859,0,FALCON 2859,0,NEBULA 6235,0
421,8,SIGMA 2874,FALCON 9014,0,FALCON 9014,0,FALCON 9014,0
422,8,FALCON 3366,FALCON 3366,1,FALCON 3366,1,FALCON 3279,0
423,8,TANGO 4217,TANGO 4217,1,TANGO 4217,1,EMBER 2353,0
424,8,DELTA 7264,SIGMA 8835,0,SIGMA 8835,0,DELTA 7264,1
425,8,TANGO 3686,FALCON 7188,0,FALCON 7188,0,FALCON 7188,0
426,8,ATLAS 1525,ATLAS 1525,1,ATLAS 1525,1,ATLAS 1525,1
427,8,FALCON 3641,FALCON 3641,1,FALCON 3641,1,NEBULA 5745,0
428,8,EMBER 2096,NOVA 4961,0,NOVA 4961,0,NOVA 4961,0
429,8,NOVA 4410,FALCON 3055,0,FALCON 3055,0,FALCON 3055,0
430,8,NEBULA 7416,FALCON 3570,0,FALCON 3570,0,NEBULA 7416,1
431,8,FALCON 6146,FALCON 5581,0,FALCON 5581,0,FALCON 6146,1
432,8,ORION 7851,LUNAR 2767,0,LUNAR 2767,0,LUNAR 3864,0
433,8,ATLAS 6836,FALCON 1724,0,FALCON 1724,0,FALCON 1724,0
434,8,DELTA 6210,NOVA 5042,0,NOVA 5042,0,TANGO 2090,0
435,8,TANGO 6922,ATLAS 6361,0,ATLAS 6361,0,RAVEN 7420,0
436,8,DELTA 2975,ATLAS 2868,0,ATLAS 2868,0,ATLAS 2868,0
437,8,KAPPA 9177,FALCON 6226,0,FALCON 6226,0,FALCON 6226,0
438,8,NOVA 3131,FALCON 4403,0,FALCON 4403,0,LUNAR 8069,0
439,8,ATLAS 2147,ATLAS 2147,1,ATLAS 2147,1,ATLAS 2147,1
440,8,FALCON 4152,FALCON 4152,1,FALCON 4152,1,NEBULA 4238,0
441,8,NEBULA 8376,NEBULA 9172,0,NEBULA 9172,0,NEBULA 9172,0
442,8,FALCON 2801,FALCON 2801,1,FALCON 2801,1,FALCON 2801,1
443,8,RAVEN 8753,ATLAS 2663,0,ATLAS 2663,0,RAVEN 8753,1
444,8,RAVEN 1118,RAVEN 1118,1,RAVEN 1118,1,RAVEN 1118,1
445,8,RAVEN 5963,RAVEN 5963,1,RAVEN 5963,1,RAVEN 5963,1
446,8,DELTA 6897,DELTA 6079,0,DELTA 6079,0,DELTA 6079,0
447,8,ORION 6014,ATLAS 1491,0,ATLAS 1491,0,ATLAS 1491,0
448,8,EMBER 3730,NEBULA 7052,0,NEBULA 7052,0,NEBULA 7052,0
449,8,ORION 8923,NEBULA 3161,0,NEBULA 3161,0,NEBULA 3161,0
450,8,KAPPA 9431,FALCON 2789,0,FALCON 2789,0,FALCON 2789,0
451,8,ORION 6633,NEBULA 2051,0,NEBULA 2051,0,NEBULA 2051,0
452,8,TANGO 3125,TANGO 3125,1,TANGO 3125,1,RAVEN 9551,0
453,8,ORION 7653,TANGO 1083,0,TANGO 1083,0,TANGO 1083,0
454,8,LUNAR 8889,NEBULA 7064,0,NEBULA 7064,0,NEBULA 7064,0
455,8,NEBULA 7431,NEBULA 2533,0,NEBULA 2533,0,NEBULA 2533,0
456,8,TANGO 5233,RAVEN 2902,0,RAVEN 2902,0,RAVEN 2902,0
457,8,NOVA 1423,NOVA 1423,1,NOVA 1423,1,RAVEN 1763,0
458,8,TANGO 2423,FALCON 9677,0,FALCON 9677,0,FALCON 5134,0
459,8,KAPPA 4488,EMBER 5817,0,EMBER 5817,0,EMBER 5817,0
460,8,FALCON 3143,FALCON 3143,1,FALCON 3143,1,FALCON 3143,1
461,8,FALCON 7552,FALCON 3720,0,FALCON 3720,0,FALCON 3720,0
462,8,RAVEN 8781,NEBULA 5597,0,NEBULA 5597,0,NEBULA 5597,0
463,8,DELTA 1143,FALCON 4310,0,FALCON 4310,0,FALCON 4310,0
464,8,RAVEN 7123,ATLAS 9602,0,ATLAS 9602,0,RAVEN 7123,1
465,8,RAVEN 3715,NEBULA 2948,0,NEBULA 2948,0,NEBULA 2948,0
466,8,DELTA 9000,ATLAS 1415,0,ATLAS 1415,0,ATLAS 1415,0
467,8,ATLAS 3408,NEBULA 3566,0,NEBULA 3566,0,NEBULA 3566,0
468,8,FALCON 3892,NOVA 6042,0,NOVA 6042,0,NOVA 6042,0
469,8,DELTA 2573,FALCON 5717,0,FALCON 5717,0,FALCON 5717,0
470,8,NOVA 1054,FALCON 3803,0,FALCON 3803,0,FALCON 3803,0
471,8,DELTA 1426,NEBULA 2636,0,NEBULA 2636,0,NEBULA 2636,0
472,8,NEBULA 8792,NEBULA 6031,0,NEBULA 6031,0,NEBULA 6031,0
473,8,NOVA 7283,ATLAS 5447,0,ATLAS 5447,0,NEBULA 7960,0
474,8,ORION 2363,LUNAR 8197,0,LUNAR 8197,0,LUNAR 8197,0
475,8,SIGMA 2770,TANGO 4025,0,TANGO 4025,0,TANGO 4025,0
476,8,FALCON 1891,FALCON 9694,0,FALCON 9694,0,FALCON 4086,0
477,8,KAPPA 1583,NEBULA 7215,0,NEBULA 7215,0,NEBULA 7215,0
478,8,ATLAS 4993,ATLAS 4993,1,ATLAS 4993,1,ATLAS 4993,1
479,8,NOVA 3309,FALCON 8829,0,FALCON 8829,0,FALCON 8829,0
480,8,ATLAS 5253,ATLAS 5253,1,ATLAS 5253,1,RAVEN 3085,0
481,8,LUNAR 4575,NEBULA 7923,0,NEBULA 7923,0,NEBULA 7923,0
482,8,LUNAR 3194,FALCON 1364,0,FALCON 1364,0,FALCON 1364,0
483,8,SIGMA 6597,LUNAR 7672,0,LUNAR 7672,0,RAVEN 3570,0
484,8,RAVEN 2358,LUNAR 7418,0,LUNAR 7418,0,LUNAR 7418,0
485,8,EMBER 3156,ATLAS 4637,0,ATLAS 4637,0,ATLAS 2488,0
486,8,ATLAS 2602,ATLAS 2602,1,ATLAS 2602,1,ATLAS 2602,1
487,8,SIGMA 1992,ATLAS 6551,0,ATLAS 6551,0,TANGO 1345,0
488,8,NEBULA 8856,FALCON 4363,0,FALCON 4363,0,NEBULA 8856,1
489,8,EMBER 6542,FALCON 8899,0,FALCON 8899,0,FALCON 8899,0
490,8,FALCON 2941,FALCON 6882,0,FALCON 6882,0,FALCON 6882,0
491,8,EMBER 6567,LUNAR 8927,0,LUNAR 8927,0,LUNAR 8927,0
492,8,RAVEN 3539,ATLAS 1208,0,ATLAS 1208,0,ATLAS 1208,0
493,8,ATLAS 9700,ATLAS 9700,1,ATLAS 9700,1,ATLAS 9700,1
494,8,LUNAR 6087,KAPPA 1167,0,KAPPA 1167,0,KAPPA 1167,0
495,8,RAVEN 2723,NEBULA 5213,0,NEBULA 5213,0,NEBULA 5213,0
496,8,DELTA 1080,NEBULA 8709,0,NEBULA 8709,0,NEBULA 8709,0
497,8,EMBER 8571,FALCON 9476,0,FALCON 9476,0,FALCON 9476,0
498,8,NOVA 4864,FALCON 8852,0,FALCON 8852,0,FALCON 8852,0
499,8,NEBULA 1150,FALCON 3499,0,FALCON 3499,0,NEBULA 1150,1
500,8,SIGMA 2435,NEBULA 2566,0,NEBULA 2566,0,NEBULA 2566,0
